,mood,age,gender,school_type,grade_level,sibilings,living,employment,personality,relationship,wakeup,breakfast,launch,dinner,sleep,hobbies,smoker,alcoholic,drug_addicted,friends,hangout,social_events,pray,sports,exercise,meditation,video_games,study_hours,phone_hours,medication,movies_per_week,music hours,depression,category
460,Happy,22,Male,Naturwissenschaft,7,2,With family,None,Extrovert,Single,7:00:00 AM,8:00:00 AM,2:00:00 PM,12:00:00 AM,12:00:00 AM,None,No,No,No,1,Often,Sometimes,Regularly,Not at all,Not at all,Not at all,Often,3,0 to 2,No,2,0,14,Moderate
461,Lost,23,Female,Naturwissenschaft,4,4,With family,None,Introvert,Single,9:00:00 AM,11:00:00 AM,4:15:00 PM,1:00:00 AM,1:15:00 AM,None,No,No,No,3,Often,Very Often,Regularly,Not at all,Not at all,Not at all,Not at all,1,6 to 8,No,0,0,20,Severe
462,Sad,24,Male,Naturwissenschaft,6,1,With family,None,Introvert,Single,10:20:00 AM,10:30:00 AM,3:00:00 PM,2:00:00 AM,2:00:00 AM,None,No,No,No,2,Sometimes,Not at all,Regularly,Not at all,Regularly,Not at all,Not at all,0,6 to 8,No,0,0,2,None
463,Lost,23,Male,Naturwissenschaft,6,2,With family,Part time,Introvert,Single,9:00:00 AM,11:00:00 AM,4:00:00 PM,3:00:00 AM,3:00:00 AM,Music,No,No,No,0,Not at all,Not at all,Not at all,Not at all,Regularly,Not at all,Sometimes,1,0 to 2,No,3,5,11,Moderate
464,Lost,27,Female,Naturwissenschaft,2,1,With family,None,Extrovert,Married,12:00:00 PM,3:00:00 PM,6:00:00 PM,4:00:00 AM,5:00:00 AM,"Dancing, Traveling",Yes,No,No,1,Often,Very Often,Sometimes,Not at all,Not at all,Not at all,Sometimes,5,6 to 8,Yes,3,1,17,Moderate
465,Happy,21,Female,Wirtschaft,3,3,With family,None,Extrovert,In a relationship,12:01:00 PM,12:30:00 PM,2:30:00 AM,5:00:00 AM,4:30:00 AM,Music,Yes,No,No,4,Often,Often,Sometimes,Not at all,Not at all,Not at all,Not at all,4,more than 8,No,1,2,13,Moderate
466,Lost,25,Male,Wirtschaft,6,1,With family,None,Ambivert,Single,10:30:00 AM,11:00:00 AM,3:00:00 PM,6:00:00 AM,3:00:00 AM,None,No,No,No,0,Not at all,Not at all,Regularly,Not at all,Not at all,Not at all,Often,4,6 to 8,No,0,3,17,Moderate
467,Tensed,22,Female,Naturwissenschaft,2,0,With family,None,Extrovert,In a relationship,9:30:00 AM,10:30:00 AM,2:50:00 PM,7:00:00 AM,2:00:00 AM,"Music, Traveling",No,No,No,10,Sometimes,Often,Regularly,Not at all,Sometimes,Not at all,Not at all,6,6 to 8,Yes,3,1,19,Moderate
468,Lost,20,Male,Wirtschaft,3,3,With family,None,Introvert,Single,11:00:00 AM,12:00:00 PM,2:30:00 PM,8:00:00 AM,4:00:00 AM,"Music, Painting, Traveling",Yes,No,No,2,Often,Sometimes,Regularly,Not at all,Sometimes,Sometimes,Sometimes,0,0 to 2,Yes,6,4,17,Moderate
469,Lost,20,Female,Naturwissenschaft,1,4,With family,None,Ambivert,Single,10:00:00 AM,11:00:00 AM,2:30:00 AM,9:00:00 AM,2:00:00 AM,"Dancing, Painting",No,No,No,3,Sometimes,Sometimes,Regularly,Not at all,Not at all,Not at all,Not at all,2,3 to 5,Yes,0,0,21,Severe
470,Sad,23,Male,Naturwissenschaft,4,1,With family,None,Introvert,Single,7:38:00 AM,9:30:00 AM,2:00:00 PM,10:00:00 AM,1:00:00 AM,Writing ,No,No,No,7,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,4,more than 8,No,3,0,8,Moderate
471,Lost,23,Male,Wirtschaft,7,1,With family,None,Ambivert,Single,11:30:00 AM,1:03:00 PM,5:03:00 PM,11:00:00 AM,4:20:00 AM,None,Yes,Yes,Yes,9,Not at all,Not at all,Not at all,Not at all,Sometimes,Not at all,Sometimes,0,0 to 2,No,0,1,18,Moderate
472,Sad,20,Male,Wirtschaft,3,1,With family,None,Introvert,Single,10:30:00 AM,11:00:00 AM,3:00:00 PM,12:00:00 PM,3:00:00 AM,None,No,No,No,1,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,4,more than 8,No,0,6,24,Severe
473,Happy,25,Male,Naturwissenschaft,7,1,Without family,Part time,Extrovert,Single,11:00:00 AM,11:30:00 AM,3:00:00 PM,1:00:00 PM,3:30:00 AM,Traveling,No,No,No,4,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Sometimes,1,more than 8,No,2,2,8,Moderate
474,Happy,20,Male,Wirtschaft,1,2,With family,None,Extrovert,Single,9:00:00 AM,9:30:00 AM,3:00:00 AM,2:00:00 PM,12:00:00 PM,Music,No,No,No,3,Often,Often,Sometimes,Sometimes,Sometimes,Not at all,Very Often,2,more than 8,No,1,1,3,None
475,Happy,24,Female,Naturwissenschaft,5,3,With family,None,Extrovert,Single,9:00:00 AM,9:30:00 AM,2:30:00 AM,3:00:00 PM,1:00:00 AM,"Music, Photography, Traveling",No,No,No,8,Often,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Not at all,2,more than 8,No,2,2,11,Moderate
477,Happy,24,Male,Naturwissenschaft,5,2,With family,Part time,Introvert,Single,8:00:00 AM,9:30:00 AM,2:00:00 AM,5:00:00 PM,1:00:00 AM,"Traveling, Programming",Yes,No,No,3,Sometimes,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,5,0 to 2,No,2,1,6,Moderate
478,Happy,27,Female,Naturwissenschaft,7,3,With family,Full time,Introvert,In a relationship,7:30:00 AM,10:00:00 AM,2:00:00 PM,6:00:00 PM,12:00:00 PM,"Music, Traveling",No,No,No,1,Sometimes,Sometimes,Regularly,Not at all,Not at all,Not at all,Very Often,2,6 to 8,No,2,1,18,Moderate
479,Happy,24,Female,Wirtschaft,6,1,With family,Full time,Introvert,In a relationship,8:30:00 AM,10:00:00 AM,1:30:00 PM,7:00:00 PM,12:30:00 AM,Reading books,No,No,No,3,Sometimes,Sometimes,Regularly,Not at all,Regularly,Not at all,Not at all,1,0 to 2,No,1,0,3,None
480,Lost,24,Male,Naturwissenschaft,6,1,With family,None,Introvert,In a relationship,1:00:00 PM,3:00:00 PM,6:00:00 PM,8:00:00 PM,6:00:00 AM,"Music, Photography, Traveling",Yes,No,No,6,Often,Not at all,Not at all,Not at all,Not at all,Not at all,Very Often,0,3 to 5,Yes,1,2,27,Severe
481,Happy,22,Male,Naturwissenschaft,3,2,With family,None,Extrovert,Single,9:30:00 AM,10:00:00 AM,2:00:00 AM,9:00:00 PM,12:00:00 PM,Traveling,No,No,No,4,Sometimes,Not at all,Regularly,Not at all,Not at all,Not at all,Not at all,2,0 to 2,No,0,0,3,None
482,Sad,21,Female,Wirtschaft,3,1,With family,None,Ambivert,Single,11:00:00 AM,11:30:00 AM,2:30:00 PM,10:00:00 PM,4:00:00 AM,"Music, Photography, Painting, Traveling",No,No,No,3,Sometimes,Often,Not at all,Sometimes,Sometimes,Not at all,Not at all,2,6 to 8,No,2,5,8,Moderate
483,Lost,25,Male,Naturwissenschaft,7,1,Without family,None,Ambivert,Single,8:45:00 PM,12:00:00 AM,12:05:00 PM,11:00:00 PM,7:45:00 AM,"Music, Painting, Traveling",Yes,No,No,11,Often,Not at all,Sometimes,Not at all,Not at all,Not at all,Very Often,0,6 to 8,No,2,10,20,Severe
484,Lost,23,Female,Naturwissenschaft,5,2,With family,None,Introvert,Single,9:30:00 AM,11:00:00 AM,2:30:00 AM,12:00:00 AM,2:00:00 AM,"Music, Painting",No,No,No,3,Not at all,Sometimes,Not at all,Not at all,Sometimes,Not at all,Not at all,3,more than 8,No,0,1,15,Moderate
485,Happy,21,Female,Wirtschaft,3,1,With family,None,Introvert,In a relationship,11:00:00 AM,12:00:00 PM,2:00:00 PM,1:00:00 AM,11:00:00 PM,"None, Cooking ",No,No,No,5,Sometimes,Often,Sometimes,Not at all,Not at all,Not at all,Not at all,2,more than 8,No,1,0,15,Moderate
486,Angry,20,Male,Wirtschaft,2,1,With family,None,Introvert,Single,10:00:00 AM,1:00:00 PM,4:00:00 PM,2:00:00 AM,3:00:00 AM,"Music, Traveling, Programming",No,No,No,0,Not at all,Not at all,Regularly,Not at all,Not at all,Not at all,Not at all,5,3 to 5,No,2,1,20,Severe
487,Happy,20,Male,Wirtschaft,3,1,With family,None,Ambivert,Single,10:00:00 AM,11:00:00 PM,3:00:00 PM,3:00:00 AM,1:00:00 AM,Traveling,No,No,No,2,Often,Sometimes,Regularly,Sometimes,Sometimes,Not at all,Not at all,3,6 to 8,No,3,1,9,Moderate
488,Lost,20,Female,Naturwissenschaft,3,0,With family,None,Ambivert,In a relationship,11:00:00 AM,11:30:00 AM,4:00:00 AM,4:00:00 AM,1:00:00 AM,Programming,No,No,No,3,Sometimes,Often,Regularly,Sometimes,Sometimes,Not at all,Often,5,3 to 5,No,1,1,19,Moderate
489,Tensed,20,Male,Wirtschaft,1,1,With family,None,Introvert,Single,11:00:00 AM,1:00:00 PM,3:00:00 PM,5:00:00 AM,1:00:00 AM,Music,Yes,No,No,4,Very Often,Often,Not at all,Not at all,Not at all,Not at all,Not at all,2,3 to 5,No,1,2,18,Moderate
490,Tensed,25,Male,Wirtschaft,6,2,With family,Full time,Introvert,Single,4:20:00 AM,8:00:00 AM,1:30:00 PM,6:00:00 AM,1:00:00 AM,"Music, Reading books",No,No,No,3,Sometimes,Not at all,Regularly,Not at all,Not at all,Not at all,Sometimes,3,3 to 5,Yes,0,1,19,Moderate
491,Sad,23,Male,Naturwissenschaft,4,1,With family,None,Introvert,Single,4:30:00 AM,9:00:00 AM,3:00:00 PM,7:00:00 AM,11:30:00 PM,None,No,No,No,6,Sometimes,Sometimes,Regularly,Sometimes,Not at all,Not at all,Sometimes,3,more than 8,No,0,1,21,Severe
492,Tensed,21,Male,Naturwissenschaft,2,1,With family,None,Introvert,In a relationship,1:00:00 PM,1:00:00 PM,4:30:00 PM,8:00:00 AM,5:00:00 AM,Gaming,No,No,No,3,Sometimes,Not at all,Sometimes,Not at all,Sometimes,Not at all,Very Often,3,3 to 5,No,0,0,12,Moderate
493,Lost,25,Male,Naturwissenschaft,6,1,With family,Part time,Ambivert,Single,2:00:00 PM,2:15:00 PM,2:15:00 PM,9:00:00 AM,3:00:00 AM,"Music, Traveling",No,Yes,No,2,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Not at all,Sometimes,4,more than 8,No,2,1,21,Severe
494,Happy,22,Male,Naturwissenschaft,4,2,With family,None,Introvert,Single,10:00:00 AM,11:00:00 AM,2:30:00 PM,10:00:00 AM,3:00:00 AM,None,No,No,No,1,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1,6 to 8,Yes,0,1,14,Moderate
495,Lost,23,Female,Geisteswissenschaft,6,1,With family,Part time,Ambivert,In a relationship,12:00:00 PM,12:15:00 PM,4:00:00 PM,11:00:00 AM,4:00:00 AM,Music,No,No,No,2,Sometimes,Often,Sometimes,Not at all,Sometimes,Sometimes,Not at all,1,6 to 8,No,1,1,6,Moderate
496,Happy,22,Male,Naturwissenschaft,4,3,With family,None,Introvert,Single,6:00:00 AM,9:00:00 AM,1:30:00 PM,12:00:00 PM,10:25:00 PM,"Music, Traveling",No,No,No,3,Often,Sometimes,Regularly,Regularly,Sometimes,Not at all,Sometimes,2,3 to 5,No,3,1,0,None
497,Tensed,20,Female,Naturwissenschaft,3,2,With family,None,Ambivert,Single,9:00:00 AM,9:00:00 AM,2:00:00 PM,1:00:00 PM,3:00:00 AM,"Music, Dancing",No,No,No,4,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Not at all,6,0 to 2,No,2,1,14,Moderate
498,Tensed,21,Female,Wirtschaft,2,1,With family,None,Introvert,Single,9:30:00 AM,10:00:00 AM,3:30:00 AM,2:00:00 PM,1:40:00 AM,"Music, Painting",No,No,No,3,Sometimes,Not at all,Regularly,Not at all,Sometimes,Not at all,Not at all,3,0 to 2,Yes,2,1,15,Moderate
499,Sad,25,Male,Naturwissenschaft,9,0,With family,None,Ambivert,Single,4:30:00 AM,9:00:00 AM,2:00:00 PM,3:00:00 PM,10:30:00 PM,"Praying  your and my Creator, Allah Subahan Wata Aa'la",No,No,No,1,Sometimes,Sometimes,Regularly,Sometimes,Sometimes,Not at all,Very Often,0,more than 8,No,0,0,20,Severe
500,Sad,20,Female,Wirtschaft,1,1,With family,None,Introvert,In a relationship,11:00:00 AM,11:15:00 AM,2:00:00 PM,4:00:00 PM,3:00:00 AM,Traveling,No,No,No,3,Not at all,Sometimes,Regularly,Not at all,Not at all,Not at all,Not at all,6,6 to 8,No,0,0,15,Moderate
501,Tensed,19,Female,Wirtschaft,1,1,With family,None,Ambivert,Single,4:00:00 PM,9:00:00 AM,5:00:00 PM,5:00:00 PM,9:30:00 AM,Traveling,No,No,No,3,Sometimes,Not at all,Regularly,Not at all,Sometimes,Not at all,Very Often,1,more than 8,No,0,2,14,Moderate
502,Happy,21,Female,Wirtschaft,3,0,With family,None,Introvert,Single,7:30:00 AM,9:15:00 AM,2:00:00 PM,6:00:00 PM,1:00:00 AM,"Music, Photography, Traveling",No,No,No,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,4,6 to 8,No,2,2,5,Moderate
503,Happy,24,Female,Naturwissenschaft,6,3,With family,None,Introvert,In a relationship,11:00:00 AM,11:30:00 AM,3:00:00 PM,7:00:00 PM,2:00:00 AM,"Music, Photography, Painting, Traveling",No,No,No,0,Sometimes,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Not at all,2,more than 8,Yes,1,1,9,Moderate
504,Lost,22,Male,Wirtschaft,3,1,With family,None,Ambivert,In a relationship,2:00:00 PM,12:00:00 AM,3:00:00 AM,8:00:00 PM,3:00:00 AM,"Music, Photography, Painting, Traveling, Programming, Graphics designing",No,No,No,6,Not at all,Not at all,Sometimes,Not at all,Not at all,Not at all,Often,3,more than 8,Yes,0.8,0,13,Moderate
505,Tensed,28,Male,Wirtschaft,1,1,With family,None,Ambivert,In a relationship,10:00:00 AM,11:00:00 AM,3:00:00 AM,9:00:00 PM,4:00:00 AM,Dancing,Yes,Yes,No,7,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Sometimes,2,6 to 8,No,2,1,15,Moderate
506,Happy,21,Female,Wirtschaft,2,0,With family,None,Introvert,Single,12:09:00 AM,11:00:00 AM,2:15:00 AM,10:00:00 PM,2:30:00 PM,Painting,No,No,No,2,Sometimes,Often,Sometimes,Sometimes,Regularly,Not at all,Not at all,4,6 to 8,No,1,5,4,None
507,Tensed,21,Male,Naturwissenschaft,3,0,With family,None,Extrovert,Single,9:00:00 AM,10:00:00 AM,3:00:00 PM,11:00:00 PM,2:00:00 AM,"Music, Traveling, Gaming",No,No,No,5,Often,Sometimes,Regularly,Sometimes,Not at all,Not at all,Very Often,5,0 to 2,No,3,1,5,Moderate
508,Happy,20,Male,Naturwissenschaft,1,0,With family,None,Introvert,Single,9:00:00 AM,9:45:00 AM,2:30:00 AM,12:00:00 AM,12:30:00 PM,Watching k dramas,No,No,No,3,Sometimes,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,2,3 to 5,Yes,1,0,6,Moderate
509,Happy,24,Male,Wirtschaft,6,3,With family,Part time,Ambivert,Single,9:00:00 AM,10:30:00 AM,2:30:00 PM,1:00:00 AM,1:00:00 AM,"Photography, Painting",Yes,Yes,No,7,Sometimes,Sometimes,Sometimes,Sometimes,Regularly,Sometimes,Sometimes,2,6 to 8,No,2,2,9,Moderate
510,Happy,23,Female,Wirtschaft,6,2,With family,None,Extrovert,In a relationship,10:30:00 AM,11:00:00 AM,3:30:00 PM,2:00:00 AM,3:30:00 AM,"Dancing, Photography, Painting, Traveling",No,No,No,8,Very Often,Very Often,Sometimes,Not at all,Sometimes,Not at all,Not at all,5,more than 8,No,1,1,20,Severe
511,Happy,22,Male,Naturwissenschaft,6,2,With family,None,Introvert,Single,9:00:00 AM,11:00:00 AM,2:30:00 PM,3:00:00 AM,1:30:00 AM,"Photography, Traveling, Programming",No,No,No,3,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,1,3 to 5,No,0,0,12,Moderate
512,Tensed,24,Male,Wirtschaft,7,6,With family,None,Extrovert,Married,9:00:00 AM,10:00:00 AM,4:04:00 PM,4:00:00 AM,10:59:00 PM,Music,Yes,No,No,10,Sometimes,Often,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,0,more than 8,No,4,1,14,Moderate
513,Lost,20,Female,Naturwissenschaft,1,2,With family,None,Extrovert,Single,12:05:00 AM,11:00:00 AM,4:00:00 AM,5:00:00 AM,3:00:00 AM,Music,No,No,No,2,Sometimes,Sometimes,Regularly,Not at all,Not at all,Sometimes,Not at all,3,6 to 8,No,0,1,13,Moderate
514,Lost,23,Female,Wirtschaft,6,2,With family,None,Ambivert,Single,8:30:00 AM,9:30:00 AM,2:30:00 AM,6:00:00 AM,2:00:00 AM,Music,No,No,No,2,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,1,6 to 8,No,4,1,17,Moderate
515,Lost,23,Female,Naturwissenschaft,5,1,With family,None,Introvert,In a relationship,8:30:00 AM,11:00:00 AM,2:00:00 AM,7:00:00 AM,12:30:00 PM,"Music, Painting, Traveling",No,No,No,3,Often,Very Often,Regularly,Sometimes,Sometimes,Not at all,Sometimes,7,3 to 5,No,1,3,4,None
516,Lost,20,Female,Wirtschaft,1,2,With family,None,Ambivert,In a relationship,9:00:00 AM,9:30:00 AM,2:00:00 PM,8:00:00 AM,1:00:00 PM,Dancing,No,No,No,2,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,1,more than 8,No,3,1,4,None
517,Tensed,22,Female,Geisteswissenschaft,6,2,With family,None,Introvert,In a relationship,6:30:00 AM,8:00:00 AM,1:30:00 PM,9:00:00 AM,12:30:00 AM,None,No,No,No,5,Sometimes,Very Often,Sometimes,Not at all,Not at all,Not at all,Not at all,4,6 to 8,No,0,0,10,Moderate
518,Happy,19,Female,Naturwissenschaft,1,0,With family,None,Extrovert,Single,9:09:00 AM,9:10:00 AM,2:00:00 PM,10:00:00 AM,12:00:00 AM,Music,No,No,No,3,Sometimes,Sometimes,Regularly,Not at all,Not at all,Sometimes,Not at all,4,more than 8,No,0,1,13,Moderate
519,Sad,22,Female,Geisteswissenschaft,6,1,With family,None,Introvert,Married,9:00:00 AM,11:00:00 AM,2:30:00 PM,11:00:00 AM,2:00:00 AM,"Music, Photography, Traveling, Watching movies",No,No,No,1,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Not at all,Often,5,more than 8,No,8,2,12,Moderate
520,Lost,23,Female,Wirtschaft,5,2,With family,None,Ambivert,Single,11:00:00 AM,12:00:00 PM,4:00:00 PM,12:00:00 PM,4:00:00 AM,Traveling,No,No,No,5,Very Often,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Not at all,2,3 to 5,Yes,2,0,18,Moderate
521,Happy,20,Female,Naturwissenschaft,1,1,With family,None,Ambivert,Single,9:00:00 AM,10:00:00 AM,3:00:00 PM,1:00:00 PM,2:00:00 AM,"Dancing, Traveling",No,No,No,3,Sometimes,Often,Regularly,Sometimes,Sometimes,Not at all,Often,2,3 to 5,No,1,2,4,None
522,Lost,24,Male,Naturwissenschaft,3,1,With family,None,Introvert,Single,9:00:00 AM,11:30:00 AM,5:00:00 PM,2:00:00 PM,6:00:00 AM,None,Yes,No,No,3,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Very Often,1,more than 8,No,0,0,18,Moderate
523,Tensed,23,Female,Naturwissenschaft,7,2,With family,Part time,Extrovert,In a relationship,9:00:00 AM,11:00:00 AM,3:00:00 PM,3:00:00 PM,3:00:00 AM,"Music, Painting",Yes,No,No,0,Very Often,Often,Not at all,Not at all,Not at all,Not at all,Very Often,5,0 to 2,No,3,0,15,Moderate
524,Happy,25,Male,Wirtschaft,6,1,With family,None,Extrovert,In a relationship,8:00:00 AM,8:00:00 AM,3:00:00 PM,4:00:00 PM,2:30:00 AM,"Music, Painting, Traveling",Yes,No,No,1,Often,Very Often,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,2,3 to 5,No,2,0,1,None
525,Sad,21,Female,Geisteswissenschaft,4,1,With family,Part time,Extrovert,Single,1:00:00 PM,1:30:00 PM,4:00:00 PM,5:00:00 PM,3:00:00 AM,Dancing,No,No,No,5,Often,Very Often,Sometimes,Not at all,Regularly,Not at all,Not at all,5,more than 8,No,0,3,12,Moderate
526,Angry,21,Male,Wirtschaft,4,10,With family,None,Extrovert,Single,9:00:00 AM,11:00:00 AM,2:30:00 AM,6:00:00 PM,2:00:00 AM,"Music, Traveling",No,No,No,0,Sometimes,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Sometimes,2,0 to 2,No,1,1,20,Severe
527,Tensed,23,Female,Naturwissenschaft,4,3,With family,None,Introvert,Single,10:00:00 AM,11:00:00 AM,3:00:00 PM,7:00:00 PM,12:30:00 AM,"Photography, Painting, Traveling, Poetry ",No,No,No,3,Sometimes,Sometimes,Regularly,Not at all,Sometimes,Not at all,Sometimes,3,3 to 5,Yes,0,0,12,Moderate
528,Tensed,21,Female,Wirtschaft,3,2,With family,None,Extrovert,In a relationship,9:00:00 AM,11:00:00 AM,3:15:00 PM,8:00:00 PM,2:00:00 AM,"Music, Photography, Painting",No,No,No,4,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,4,6 to 8,Yes,1,1,11,Moderate
529,Lost,20,Female,Naturwissenschaft,1,1,With family,Part time,Introvert,In a relationship,10:00:00 AM,10:15:00 AM,2:00:00 PM,9:00:00 PM,5:00:00 AM,"Painting, Programming",Yes,No,No,2,Not at all,Sometimes,Not at all,Not at all,Sometimes,Not at all,Often,5,3 to 5,No,0,1,22,Severe
530,Happy,20,Male,Naturwissenschaft,3,1,With family,None,Ambivert,Single,9:00:00 AM,10:00:00 AM,2:00:00 PM,10:00:00 PM,12:00:00 PM,Music,No,No,No,0,Very Often,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,0,6 to 8,No,4,10,20,Severe
531,Angry,22,Female,Wirtschaft,3,3,With family,None,Introvert,Single,6:00:00 AM,8:30:00 AM,4:00:00 PM,11:00:00 PM,2:00:00 AM,None,No,No,No,2,Sometimes,Not at all,Sometimes,Sometimes,Regularly,Sometimes,Not at all,3,3 to 5,No,4,2,18,Moderate
532,Sad,33,Female,Geisteswissenschaft,5,3,With family,Part time,Ambivert,Divorced,9:00:00 AM,9:30:00 AM,3:00:00 PM,12:00:00 AM,2:30:00 AM,Gaming,Yes,No,No,4,Sometimes,Not at all,Sometimes,Not at all,Not at all,Not at all,Very Often,3,6 to 8,Yes,0,3,25,Severe
533,Tensed,23,Male,Wirtschaft,5,3,With family,None,Ambivert,In a relationship,9:00:00 AM,9:30:00 AM,3:30:00 PM,1:00:00 AM,5:00:00 AM,"Photography, Gaming",Yes,No,No,5,Often,Very Often,Sometimes,Not at all,Regularly,Not at all,Often,4,3 to 5,No,1,1,20,Severe
534,Lost,24,Male,Naturwissenschaft,5,1,With family,None,Extrovert,In a relationship,8:00:00 AM,12:00:00 PM,6:00:00 AM,2:00:00 AM,5:00:00 AM,"Programming, Reading Journals & Reseach Papers",Yes,No,No,5,Very Often,Often,Regularly,Sometimes,Regularly,Sometimes,Sometimes,9,3 to 5,No,0,3,10,Moderate
535,Sad,24,Male,Wirtschaft,1,3,With family,None,Introvert,Single,9:00:00 AM,9:30:00 AM,2:00:00 AM,3:00:00 AM,11:30:00 AM,"Photography, Traveling",No,No,No,4,Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,2,3 to 5,No,1,1,12,Moderate
536,Lost,20,Male,Wirtschaft,3,2,With family,None,Ambivert,Single,7:30:00 AM,9:30:00 AM,3:30:00 PM,4:00:00 AM,11:30:00 PM,Reading,No,No,No,6,Sometimes,Often,Regularly,Sometimes,Sometimes,Sometimes,Often,8,6 to 8,No,2,1,14,Moderate
537,Tensed,21,Female,Naturwissenschaft,1,2,With family,None,Introvert,Single,10:00:00 AM,11:00:00 AM,2:30:00 PM,5:00:00 AM,3:00:00 AM,None,No,No,No,5,Not at all,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,4,3 to 5,No,0,0,24,Severe
538,Lost,25,Male,Naturwissenschaft,6,2,With family,None,Ambivert,Single,11:00:00 AM,1:00:00 PM,1:00:00 PM,6:00:00 AM,4:00:00 AM,None,No,No,No,0,Sometimes,Often,Regularly,Not at all,Sometimes,Not at all,Not at all,0,6 to 8,No,2,0,20,Severe
539,Sad,24,Female,Wirtschaft,7,1,With family,Full time,Introvert,Single,11:00:00 AM,11:30:00 AM,2:30:00 PM,7:00:00 AM,4:50:00 AM,None,No,No,No,0,Sometimes,Not at all,Regularly,Not at all,Sometimes,Not at all,Not at all,6,more than 8,Yes,1,7,23,Severe
540,Tensed,24,Male,Wirtschaft,6,1,With family,Full time,Introvert,Single,9:00:00 AM,10:00:00 AM,2:00:00 PM,8:00:00 AM,3:00:00 AM,"Photography, Traveling, Programming, Gaming ",Yes,No,No,7,Very Often,Not at all,Sometimes,Sometimes,Sometimes,Not at all,Very Often,2,more than 8,No,0,1,11,Moderate
541,Lost,23,Female,Naturwissenschaft,4,3,With family,None,Ambivert,In a relationship,12:00:00 PM,1:00:00 PM,6:00:00 PM,9:00:00 AM,6:00:00 AM,"Music, Dancing, Traveling",No,No,No,1,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,0,more than 8,No,1,1,19,Moderate
542,Lost,20,Female,Naturwissenschaft,2,2,With family,None,Introvert,Single,11:00:00 AM,12:00:00 AM,3:30:00 AM,10:00:00 AM,6:00:00 AM,"Music, Traveling",No,No,No,2,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Sometimes,Sometimes,4,more than 8,Yes,3,4,18,Moderate
543,Lost,20,Male,Naturwissenschaft,1,1,With family,Part time,Ambivert,Single,10:00:00 AM,11:00:00 AM,2:30:00 AM,11:00:00 AM,5:00:00 AM,None,No,No,No,0,Often,Sometimes,Regularly,Not at all,Not at all,Not at all,Very Often,0,3 to 5,No,0,0,10,Moderate
544,Tensed,24,Male,Wirtschaft,6,1,With family,Part time,Ambivert,Single,8:00:00 AM,3:00:00 PM,3:00:00 PM,12:00:00 PM,6:00:00 AM,"Music, Traveling",Yes,No,No,5,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Not at all,Very Often,0,0 to 2,No,4,0,9,Moderate
545,Lost,23,Female,Naturwissenschaft,4,1,With family,None,Introvert,Single,9:00:00 AM,11:10:00 AM,2:30:00 PM,1:00:00 PM,2:00:00 AM,"Music, Traveling",No,No,No,4,Often,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,4,more than 8,No,0,2,23,Severe
546,Happy,23,Female,Wirtschaft,6,1,With family,None,Ambivert,Single,9:30:00 AM,11:00:00 AM,2:30:00 PM,2:00:00 PM,1:30:00 AM,Traveling,No,No,No,5,Sometimes,Often,Regularly,Not at all,Sometimes,Not at all,Not at all,1,more than 8,No,2,2,8,Moderate
